metric,value,key,project
CALLS/NOM,1.74,AW0b4LOD4NXSEBXnY5bn,lighty-core
CYCLO/LOC,0.18,AW0b4LOD4NXSEBXnY5bn,lighty-core
LOC,3066,AW0b4LOD4NXSEBXnY5bn,lighty-core
CALLS,1034,AW0b4LOD4NXSEBXnY5bn,lighty-core
FANOUT/CALLS,0.37,AW0b4LOD4NXSEBXnY5bn,lighty-core
CYCLO,561,AW0b4LOD4NXSEBXnY5bn,lighty-core
FANOUT,391,AW0b4LOD4NXSEBXnY5bn,lighty-core
AHH,0,AWx8KGNN2Hur5iaKcu-m,lighty-core
NOC/NOP,2.15,AWx8KGNN2Hur5iaKcu-m,lighty-core
NOP,40,AWx8KGNN2Hur5iaKcu-m,lighty-core
NOM/NOC,6.9,AWx8KGNN2Hur5iaKcu-m,lighty-core
NOC,86,AWx8KGNN2Hur5iaKcu-m,lighty-core
LOC/NOM,5.16,AWx8KGNN2Hur5iaKcu-m,lighty-core
NOM,594,AWx8KGNN2Hur5iaKcu-m,lighty-core
CALLS/NOM,1.74,AWx8KGNN2Hur5iaKcu-m,lighty-core
CYCLO/LOC,0.18,AWx8KGNN2Hur5iaKcu-m,lighty-core
LOC,3066,AWx8KGNN2Hur5iaKcu-m,lighty-core
CALLS,1034,AWx8KGNN2Hur5iaKcu-m,lighty-core
FANOUT/CALLS,0.37,AWx8KGNN2Hur5iaKcu-m,lighty-core
CYCLO,561,AWx8KGNN2Hur5iaKcu-m,lighty-core
FANOUT,391,AWx8KGNN2Hur5iaKcu-m,lighty-core
AHH,0,AW0Wu8S2h3nmvWEv90Xj,lighty-core
NOC/NOP,2.15,AW0Wu8S2h3nmvWEv90Xj,lighty-core
NOP,40,AW0Wu8S2h3nmvWEv90Xj,lighty-core
NOM/NOC,6.9,AW0Wu8S2h3nmvWEv90Xj,lighty-core
NOC,86,AW0Wu8S2h3nmvWEv90Xj,lighty-core
LOC/NOM,5.16,AW0Wu8S2h3nmvWEv90Xj,lighty-core
NOM,594,AW0Wu8S2h3nmvWEv90Xj,lighty-core
CALLS/NOM,1.74,AW0Wu8S2h3nmvWEv90Xj,lighty-core
CYCLO/LOC,0.18,AW0Wu8S2h3nmvWEv90Xj,lighty-core
LOC,3066,AW0Wu8S2h3nmvWEv90Xj,lighty-core
CALLS,1034,AW0Wu8S2h3nmvWEv90Xj,lighty-core
FANOUT/CALLS,0.37,AW0Wu8S2h3nmvWEv90Xj,lighty-core
CYCLO,561,AW0Wu8S2h3nmvWEv90Xj,lighty-core
FANOUT,391,AW0Wu8S2h3nmvWEv90Xj,lighty-core
AHH,0,AW7RwuQZzL-OudbcPH9Z,lighty-core
NOC/NOP,2.15,AW7RwuQZzL-OudbcPH9Z,lighty-core
NOP,40,AW7RwuQZzL-OudbcPH9Z,lighty-core
NOM/NOC,6.93,AW7RwuQZzL-OudbcPH9Z,lighty-core
NOC,86,AW7RwuQZzL-OudbcPH9Z,lighty-core
LOC/NOM,5.14,AW7RwuQZzL-OudbcPH9Z,lighty-core
NOM,596,AW7RwuQZzL-OudbcPH9Z,lighty-core
CALLS/NOM,1.73,AW7RwuQZzL-OudbcPH9Z,lighty-core
CYCLO/LOC,0.18,AW7RwuQZzL-OudbcPH9Z,lighty-core
LOC,3066,AW7RwuQZzL-OudbcPH9Z,lighty-core
CALLS,1034,AW7RwuQZzL-OudbcPH9Z,lighty-core
FANOUT/CALLS,0.37,AW7RwuQZzL-OudbcPH9Z,lighty-core
CYCLO,561,AW7RwuQZzL-OudbcPH9Z,lighty-core
FANOUT,391,AW7RwuQZzL-OudbcPH9Z,lighty-core
AHH,0,AWyqqSqlNZ43wyjiXeCD,lighty-core
NOC/NOP,2.15,AWyqqSqlNZ43wyjiXeCD,lighty-core
NOP,40,AWyqqSqlNZ43wyjiXeCD,lighty-core
NOM/NOC,6.9,AWyqqSqlNZ43wyjiXeCD,lighty-core
NOC,86,AWyqqSqlNZ43wyjiXeCD,lighty-core
LOC/NOM,5.16,AWyqqSqlNZ43wyjiXeCD,lighty-core
NOM,594,AWyqqSqlNZ43wyjiXeCD,lighty-core
CALLS/NOM,1.74,AWyqqSqlNZ43wyjiXeCD,lighty-core
CYCLO/LOC,0.18,AWyqqSqlNZ43wyjiXeCD,lighty-core
LOC,3066,AWyqqSqlNZ43wyjiXeCD,lighty-core
CALLS,1034,AWyqqSqlNZ43wyjiXeCD,lighty-core
FANOUT/CALLS,0.37,AWyqqSqlNZ43wyjiXeCD,lighty-core
CYCLO,561,AWyqqSqlNZ43wyjiXeCD,lighty-core
FANOUT,391,AWyqqSqlNZ43wyjiXeCD,lighty-core
AHH,0,AWzeDVbrQSy0V0BN6wIt,lighty-core
NOC/NOP,2.15,AWzeDVbrQSy0V0BN6wIt,lighty-core
NOP,40,AWzeDVbrQSy0V0BN6wIt,lighty-core
NOM/NOC,6.9,AWzeDVbrQSy0V0BN6wIt,lighty-core
NOC,86,AWzeDVbrQSy0V0BN6wIt,lighty-core
LOC/NOM,5.16,AWzeDVbrQSy0V0BN6wIt,lighty-core
NOM,594,AWzeDVbrQSy0V0BN6wIt,lighty-core
CALLS/NOM,1.74,AWzeDVbrQSy0V0BN6wIt,lighty-core
CYCLO/LOC,0.18,AWzeDVbrQSy0V0BN6wIt,lighty-core
LOC,3066,AWzeDVbrQSy0V0BN6wIt,lighty-core
CALLS,1034,AWzeDVbrQSy0V0BN6wIt,lighty-core
FANOUT/CALLS,0.37,AWzeDVbrQSy0V0BN6wIt,lighty-core
CYCLO,561,AWzeDVbrQSy0V0BN6wIt,lighty-core
FANOUT,391,AWzeDVbrQSy0V0BN6wIt,lighty-core
AHH,0,AWxss3Afdg2jiL0y2q7w,lighty-core
NOC/NOP,2.15,AWxss3Afdg2jiL0y2q7w,lighty-core
NOP,40,AWxss3Afdg2jiL0y2q7w,lighty-core
NOM/NOC,6.9,AWxss3Afdg2jiL0y2q7w,lighty-core
NOC,86,AWxss3Afdg2jiL0y2q7w,lighty-core
LOC/NOM,5.16,AWxss3Afdg2jiL0y2q7w,lighty-core
NOM,594,AWxss3Afdg2jiL0y2q7w,lighty-core
CALLS/NOM,1.74,AWxss3Afdg2jiL0y2q7w,lighty-core
CYCLO/LOC,0.18,AWxss3Afdg2jiL0y2q7w,lighty-core
LOC,3066,AWxss3Afdg2jiL0y2q7w,lighty-core
CALLS,1034,AWxss3Afdg2jiL0y2q7w,lighty-core
FANOUT/CALLS,0.37,AWxss3Afdg2jiL0y2q7w,lighty-core
CYCLO,561,AWxss3Afdg2jiL0y2q7w,lighty-core
FANOUT,391,AWxss3Afdg2jiL0y2q7w,lighty-core
AHH,0,AWzY5c3Qfirc4xEvxR9_,lighty-core
NOC/NOP,2.15,AWzY5c3Qfirc4xEvxR9_,lighty-core
NOP,40,AWzY5c3Qfirc4xEvxR9_,lighty-core
NOM/NOC,6.9,AWzY5c3Qfirc4xEvxR9_,lighty-core
NOC,86,AWzY5c3Qfirc4xEvxR9_,lighty-core
LOC/NOM,5.16,AWzY5c3Qfirc4xEvxR9_,lighty-core
NOM,594,AWzY5c3Qfirc4xEvxR9_,lighty-core
CALLS/NOM,1.74,AWzY5c3Qfirc4xEvxR9_,lighty-core
CYCLO/LOC,0.18,AWzY5c3Qfirc4xEvxR9_,lighty-core
LOC,3066,AWzY5c3Qfirc4xEvxR9_,lighty-core
CALLS,1034,AWzY5c3Qfirc4xEvxR9_,lighty-core
FANOUT/CALLS,0.37,AWzY5c3Qfirc4xEvxR9_,lighty-core
CYCLO,561,AWzY5c3Qfirc4xEvxR9_,lighty-core
FANOUT,391,AWzY5c3Qfirc4xEvxR9_,lighty-core
AHH,0,AW1e2heo-AAJkdCofWWd,lighty-core
NOC/NOP,2.15,AW1e2heo-AAJkdCofWWd,lighty-core
NOP,40,AW1e2heo-AAJkdCofWWd,lighty-core
NOM/NOC,6.9,AW1e2heo-AAJkdCofWWd,lighty-core
NOC,86,AW1e2heo-AAJkdCofWWd,lighty-core
LOC/NOM,5.16,AW1e2heo-AAJkdCofWWd,lighty-core
NOM,594,AW1e2heo-AAJkdCofWWd,lighty-core
CALLS/NOM,1.74,AW1e2heo-AAJkdCofWWd,lighty-core
CYCLO/LOC,0.18,AW1e2heo-AAJkdCofWWd,lighty-core
LOC,3066,AW1e2heo-AAJkdCofWWd,lighty-core
CALLS,1034,AW1e2heo-AAJkdCofWWd,lighty-core
FANOUT/CALLS,0.37,AW1e2heo-AAJkdCofWWd,lighty-core
CYCLO,561,AW1e2heo-AAJkdCofWWd,lighty-core
FANOUT,391,AW1e2heo-AAJkdCofWWd,lighty-core
AHH,0,AWy_JBjiBRH0VEhRDJ2y,lighty-core
NOC/NOP,2.15,AWy_JBjiBRH0VEhRDJ2y,lighty-core
NOP,40,AWy_JBjiBRH0VEhRDJ2y,lighty-core
NOM/NOC,6.9,AWy_JBjiBRH0VEhRDJ2y,lighty-core
NOC,86,AWy_JBjiBRH0VEhRDJ2y,lighty-core
LOC/NOM,5.16,AWy_JBjiBRH0VEhRDJ2y,lighty-core
NOM,594,AWy_JBjiBRH0VEhRDJ2y,lighty-core
CALLS/NOM,1.74,AWy_JBjiBRH0VEhRDJ2y,lighty-core
CYCLO/LOC,0.18,AWy_JBjiBRH0VEhRDJ2y,lighty-core
LOC,3066,AWy_JBjiBRH0VEhRDJ2y,lighty-core
CALLS,1034,AWy_JBjiBRH0VEhRDJ2y,lighty-core
FANOUT/CALLS,0.37,AWy_JBjiBRH0VEhRDJ2y,lighty-core
CYCLO,561,AWy_JBjiBRH0VEhRDJ2y,lighty-core
FANOUT,391,AWy_JBjiBRH0VEhRDJ2y,lighty-core
AHH,0,AW0b2vjQaLThNPGzIUub,lighty-core
NOC/NOP,2.15,AW0b2vjQaLThNPGzIUub,lighty-core
NOP,40,AW0b2vjQaLThNPGzIUub,lighty-core
NOM/NOC,6.9,AW0b2vjQaLThNPGzIUub,lighty-core
NOC,86,AW0b2vjQaLThNPGzIUub,lighty-core
LOC/NOM,5.16,AW0b2vjQaLThNPGzIUub,lighty-core
NOM,594,AW0b2vjQaLThNPGzIUub,lighty-core
CALLS/NOM,1.74,AW0b2vjQaLThNPGzIUub,lighty-core
CYCLO/LOC,0.18,AW0b2vjQaLThNPGzIUub,lighty-core
LOC,3066,AW0b2vjQaLThNPGzIUub,lighty-core
CALLS,1034,AW0b2vjQaLThNPGzIUub,lighty-core
FANOUT/CALLS,0.37,AW0b2vjQaLThNPGzIUub,lighty-core
CYCLO,561,AW0b2vjQaLThNPGzIUub,lighty-core
FANOUT,391,AW0b2vjQaLThNPGzIUub,lighty-core
AHH,0,AWy_JXbM94997DFd8ZdF,lighty-core
NOC/NOP,2.15,AWy_JXbM94997DFd8ZdF,lighty-core
NOP,40,AWy_JXbM94997DFd8ZdF,lighty-core
NOM/NOC,6.9,AWy_JXbM94997DFd8ZdF,lighty-core
NOC,86,AWy_JXbM94997DFd8ZdF,lighty-core
LOC/NOM,5.16,AWy_JXbM94997DFd8ZdF,lighty-core
NOM,594,AWy_JXbM94997DFd8ZdF,lighty-core
CALLS/NOM,1.74,AWy_JXbM94997DFd8ZdF,lighty-core
CYCLO/LOC,0.18,AWy_JXbM94997DFd8ZdF,lighty-core
LOC,3066,AWy_JXbM94997DFd8ZdF,lighty-core
CALLS,1034,AWy_JXbM94997DFd8ZdF,lighty-core
FANOUT/CALLS,0.37,AWy_JXbM94997DFd8ZdF,lighty-core
CYCLO,561,AWy_JXbM94997DFd8ZdF,lighty-core
FANOUT,391,AWy_JXbM94997DFd8ZdF,lighty-core
AHH,0,AWzTv4UUcBrl3_H5oL7w,lighty-core
NOC/NOP,2.15,AWzTv4UUcBrl3_H5oL7w,lighty-core
NOP,40,AWzTv4UUcBrl3_H5oL7w,lighty-core
NOM/NOC,6.9,AWzTv4UUcBrl3_H5oL7w,lighty-core
NOC,86,AWzTv4UUcBrl3_H5oL7w,lighty-core
LOC/NOM,5.16,AWzTv4UUcBrl3_H5oL7w,lighty-core
NOM,594,AWzTv4UUcBrl3_H5oL7w,lighty-core
CALLS/NOM,1.74,AWzTv4UUcBrl3_H5oL7w,lighty-core
CYCLO/LOC,0.18,AWzTv4UUcBrl3_H5oL7w,lighty-core
LOC,3066,AWzTv4UUcBrl3_H5oL7w,lighty-core
CALLS,1034,AWzTv4UUcBrl3_H5oL7w,lighty-core
FANOUT/CALLS,0.37,AWzTv4UUcBrl3_H5oL7w,lighty-core
CYCLO,561,AWzTv4UUcBrl3_H5oL7w,lighty-core
FANOUT,391,AWzTv4UUcBrl3_H5oL7w,lighty-core
AHH,0,AWyV6WmUNZ43wyjiR4-V,lighty-core
NOC/NOP,2.15,AWyV6WmUNZ43wyjiR4-V,lighty-core
NOP,40,AWyV6WmUNZ43wyjiR4-V,lighty-core
NOM/NOC,6.9,AWyV6WmUNZ43wyjiR4-V,lighty-core
NOC,86,AWyV6WmUNZ43wyjiR4-V,lighty-core
LOC/NOM,5.16,AWyV6WmUNZ43wyjiR4-V,lighty-core
NOM,594,AWyV6WmUNZ43wyjiR4-V,lighty-core
CALLS/NOM,1.74,AWyV6WmUNZ43wyjiR4-V,lighty-core
CYCLO/LOC,0.18,AWyV6WmUNZ43wyjiR4-V,lighty-core
LOC,3066,AWyV6WmUNZ43wyjiR4-V,lighty-core
CALLS,1034,AWyV6WmUNZ43wyjiR4-V,lighty-core
FANOUT/CALLS,0.37,AWyV6WmUNZ43wyjiR4-V,lighty-core
CYCLO,561,AWyV6WmUNZ43wyjiR4-V,lighty-core
FANOUT,391,AWyV6WmUNZ43wyjiR4-V,lighty-core
AHH,0,AWzOlw-zQSy0V0BNAaS-,lighty-core
NOC/NOP,2.15,AWzOlw-zQSy0V0BNAaS-,lighty-core
NOP,40,AWzOlw-zQSy0V0BNAaS-,lighty-core
NOM/NOC,6.9,AWzOlw-zQSy0V0BNAaS-,lighty-core
NOC,86,AWzOlw-zQSy0V0BNAaS-,lighty-core
LOC/NOM,5.16,AWzOlw-zQSy0V0BNAaS-,lighty-core
NOM,594,AWzOlw-zQSy0V0BNAaS-,lighty-core
CALLS/NOM,1.74,AWzOlw-zQSy0V0BNAaS-,lighty-core
CYCLO/LOC,0.18,AWzOlw-zQSy0V0BNAaS-,lighty-core
LOC,3066,AWzOlw-zQSy0V0BNAaS-,lighty-core
CALLS,1034,AWzOlw-zQSy0V0BNAaS-,lighty-core
FANOUT/CALLS,0.37,AWzOlw-zQSy0V0BNAaS-,lighty-core
CYCLO,561,AWzOlw-zQSy0V0BNAaS-,lighty-core
FANOUT,391,AWzOlw-zQSy0V0BNAaS-,lighty-core
AHH,0,AW1yKURyTOk9abGzj7j6,lighty-core
NOC/NOP,2.15,AW1yKURyTOk9abGzj7j6,lighty-core
NOP,40,AW1yKURyTOk9abGzj7j6,lighty-core
NOM/NOC,6.93,AW1yKURyTOk9abGzj7j6,lighty-core
NOC,86,AW1yKURyTOk9abGzj7j6,lighty-core
LOC/NOM,5.14,AW1yKURyTOk9abGzj7j6,lighty-core
NOM,596,AW1yKURyTOk9abGzj7j6,lighty-core
CALLS/NOM,1.73,AW1yKURyTOk9abGzj7j6,lighty-core
CYCLO/LOC,0.18,AW1yKURyTOk9abGzj7j6,lighty-core
LOC,3066,AW1yKURyTOk9abGzj7j6,lighty-core
CALLS,1034,AW1yKURyTOk9abGzj7j6,lighty-core
FANOUT/CALLS,0.37,AW1yKURyTOk9abGzj7j6,lighty-core
CYCLO,561,AW1yKURyTOk9abGzj7j6,lighty-core
FANOUT,391,AW1yKURyTOk9abGzj7j6,lighty-core
AHH,0,AW1PZQDNfkBg4uco6MOt,lighty-core
NOC/NOP,2.15,AW1PZQDNfkBg4uco6MOt,lighty-core
NOP,40,AW1PZQDNfkBg4uco6MOt,lighty-core
NOM/NOC,6.9,AW1PZQDNfkBg4uco6MOt,lighty-core
NOC,86,AW1PZQDNfkBg4uco6MOt,lighty-core
LOC/NOM,5.16,AW1PZQDNfkBg4uco6MOt,lighty-core
NOM,594,AW1PZQDNfkBg4uco6MOt,lighty-core
CALLS/NOM,1.74,AW1PZQDNfkBg4uco6MOt,lighty-core
CYCLO/LOC,0.18,AW1PZQDNfkBg4uco6MOt,lighty-core
LOC,3066,AW1PZQDNfkBg4uco6MOt,lighty-core
CALLS,1034,AW1PZQDNfkBg4uco6MOt,lighty-core
FANOUT/CALLS,0.37,AW1PZQDNfkBg4uco6MOt,lighty-core
CYCLO,561,AW1PZQDNfkBg4uco6MOt,lighty-core
FANOUT,391,AW1PZQDNfkBg4uco6MOt,lighty-core
AHH,0,AWsN6bzSezZPqKifFjZe,lighty-core
NOC/NOP,2,AWsN6bzSezZPqKifFjZe,lighty-core
NOP,36,AWsN6bzSezZPqKifFjZe,lighty-core
NOM/NOC,6.29,AWsN6bzSezZPqKifFjZe,lighty-core
NOC,72,AWsN6bzSezZPqKifFjZe,lighty-core
LOC/NOM,5.32,AWsN6bzSezZPqKifFjZe,lighty-core
NOM,453,AWsN6bzSezZPqKifFjZe,lighty-core
CALLS/NOM,1.7,AWsN6bzSezZPqKifFjZe,lighty-core
CYCLO/LOC,0.17,AWsN6bzSezZPqKifFjZe,lighty-core
LOC,2411,AWsN6bzSezZPqKifFjZe,lighty-core
CALLS,774,AWsN6bzSezZPqKifFjZe,lighty-core
FANOUT/CALLS,0.35,AWsN6bzSezZPqKifFjZe,lighty-core
CYCLO,422,AWsN6bzSezZPqKifFjZe,lighty-core
FANOUT,275,AWsN6bzSezZPqKifFjZe,lighty-core
AHH,0,AW0wevsuvy8Lip8h0HoG,lighty-core
NOC/NOP,2.15,AW0wevsuvy8Lip8h0HoG,lighty-core
NOP,40,AW0wevsuvy8Lip8h0HoG,lighty-core
NOM/NOC,6.9,AW0wevsuvy8Lip8h0HoG,lighty-core
NOC,86,AW0wevsuvy8Lip8h0HoG,lighty-core
LOC/NOM,5.16,AW0wevsuvy8Lip8h0HoG,lighty-core
NOM,594,AW0wevsuvy8Lip8h0HoG,lighty-core
CALLS/NOM,1.74,AW0wevsuvy8Lip8h0HoG,lighty-core
CYCLO/LOC,0.18,AW0wevsuvy8Lip8h0HoG,lighty-core
LOC,3066,AW0wevsuvy8Lip8h0HoG,lighty-core
CALLS,1034,AW0wevsuvy8Lip8h0HoG,lighty-core
FANOUT/CALLS,0.37,AW0wevsuvy8Lip8h0HoG,lighty-core
CYCLO,561,AW0wevsuvy8Lip8h0HoG,lighty-core
FANOUT,391,AW0wevsuvy8Lip8h0HoG,lighty-core
AHH,0,AWztflwu6NuavuPP6RKI,lighty-core
NOC/NOP,2.15,AWztflwu6NuavuPP6RKI,lighty-core
NOP,40,AWztflwu6NuavuPP6RKI,lighty-core
NOM/NOC,6.9,AWztflwu6NuavuPP6RKI,lighty-core
NOC,86,AWztflwu6NuavuPP6RKI,lighty-core
LOC/NOM,5.16,AWztflwu6NuavuPP6RKI,lighty-core
NOM,594,AWztflwu6NuavuPP6RKI,lighty-core
CALLS/NOM,1.74,AWztflwu6NuavuPP6RKI,lighty-core
CYCLO/LOC,0.18,AWztflwu6NuavuPP6RKI,lighty-core
LOC,3066,AWztflwu6NuavuPP6RKI,lighty-core
CALLS,1034,AWztflwu6NuavuPP6RKI,lighty-core
FANOUT/CALLS,0.37,AWztflwu6NuavuPP6RKI,lighty-core
CYCLO,561,AWztflwu6NuavuPP6RKI,lighty-core
FANOUT,391,AWztflwu6NuavuPP6RKI,lighty-core
AHH,0,AWzJcjurKTwBvn8qHVWk,lighty-core
NOC/NOP,2.15,AWzJcjurKTwBvn8qHVWk,lighty-core
NOP,40,AWzJcjurKTwBvn8qHVWk,lighty-core
NOM/NOC,6.9,AWzJcjurKTwBvn8qHVWk,lighty-core
NOC,86,AWzJcjurKTwBvn8qHVWk,lighty-core
LOC/NOM,5.16,AWzJcjurKTwBvn8qHVWk,lighty-core
NOM,594,AWzJcjurKTwBvn8qHVWk,lighty-core
CALLS/NOM,1.74,AWzJcjurKTwBvn8qHVWk,lighty-core
CYCLO/LOC,0.18,AWzJcjurKTwBvn8qHVWk,lighty-core
LOC,3066,AWzJcjurKTwBvn8qHVWk,lighty-core
CALLS,1034,AWzJcjurKTwBvn8qHVWk,lighty-core
FANOUT/CALLS,0.37,AWzJcjurKTwBvn8qHVWk,lighty-core
CYCLO,561,AWzJcjurKTwBvn8qHVWk,lighty-core
FANOUT,391,AWzJcjurKTwBvn8qHVWk,lighty-core
AHH,0,AW1UjU2w5TWMOJiSaxtD,lighty-core
NOC/NOP,2.15,AW1UjU2w5TWMOJiSaxtD,lighty-core
NOP,40,AW1UjU2w5TWMOJiSaxtD,lighty-core
NOM/NOC,6.9,AW1UjU2w5TWMOJiSaxtD,lighty-core
NOC,86,AW1UjU2w5TWMOJiSaxtD,lighty-core
LOC/NOM,5.16,AW1UjU2w5TWMOJiSaxtD,lighty-core
NOM,594,AW1UjU2w5TWMOJiSaxtD,lighty-core
CALLS/NOM,1.74,AW1UjU2w5TWMOJiSaxtD,lighty-core
CYCLO/LOC,0.18,AW1UjU2w5TWMOJiSaxtD,lighty-core
LOC,3066,AW1UjU2w5TWMOJiSaxtD,lighty-core
CALLS,1034,AW1UjU2w5TWMOJiSaxtD,lighty-core
FANOUT/CALLS,0.37,AW1UjU2w5TWMOJiSaxtD,lighty-core
CYCLO,561,AW1UjU2w5TWMOJiSaxtD,lighty-core
FANOUT,391,AW1UjU2w5TWMOJiSaxtD,lighty-core
AHH,0,AW6ZGP0taJeJxCSCwm9q,lighty-core
NOC/NOP,2.15,AW6ZGP0taJeJxCSCwm9q,lighty-core
NOP,40,AW6ZGP0taJeJxCSCwm9q,lighty-core
NOM/NOC,6.93,AW6ZGP0taJeJxCSCwm9q,lighty-core
NOC,86,AW6ZGP0taJeJxCSCwm9q,lighty-core
LOC/NOM,5.14,AW6ZGP0taJeJxCSCwm9q,lighty-core
NOM,596,AW6ZGP0taJeJxCSCwm9q,lighty-core
CALLS/NOM,1.73,AW6ZGP0taJeJxCSCwm9q,lighty-core
CYCLO/LOC,0.18,AW6ZGP0taJeJxCSCwm9q,lighty-core
LOC,3066,AW6ZGP0taJeJxCSCwm9q,lighty-core
CALLS,1034,AW6ZGP0taJeJxCSCwm9q,lighty-core
FANOUT/CALLS,0.37,AW6ZGP0taJeJxCSCwm9q,lighty-core
CYCLO,561,AW6ZGP0taJeJxCSCwm9q,lighty-core
FANOUT,391,AW6ZGP0taJeJxCSCwm9q,lighty-core
AHH,0,AWq1vEbAOoGQfCcqziyO,lighty-core
NOC/NOP,2,AWq1vEbAOoGQfCcqziyO,lighty-core
NOP,36,AWq1vEbAOoGQfCcqziyO,lighty-core
NOM/NOC,6.33,AWq1vEbAOoGQfCcqziyO,lighty-core
NOC,72,AWq1vEbAOoGQfCcqziyO,lighty-core
LOC/NOM,5.3,AWq1vEbAOoGQfCcqziyO,lighty-core
NOM,456,AWq1vEbAOoGQfCcqziyO,lighty-core
CALLS/NOM,1.7,AWq1vEbAOoGQfCcqziyO,lighty-core
CYCLO/LOC,0.17,AWq1vEbAOoGQfCcqziyO,lighty-core
LOC,2421,AWq1vEbAOoGQfCcqziyO,lighty-core
CALLS,777,AWq1vEbAOoGQfCcqziyO,lighty-core
FANOUT/CALLS,0.36,AWq1vEbAOoGQfCcqziyO,lighty-core
CYCLO,424,AWq1vEbAOoGQfCcqziyO,lighty-core
FANOUT,280,AWq1vEbAOoGQfCcqziyO,lighty-core
AHH,0,AW5qvJVl9FVSS6FuZjzA,lighty-core
NOC/NOP,2.15,AW5qvJVl9FVSS6FuZjzA,lighty-core
NOP,40,AW5qvJVl9FVSS6FuZjzA,lighty-core
NOM/NOC,6.93,AW5qvJVl9FVSS6FuZjzA,lighty-core
NOC,86,AW5qvJVl9FVSS6FuZjzA,lighty-core
LOC/NOM,5.14,AW5qvJVl9FVSS6FuZjzA,lighty-core
NOM,596,AW5qvJVl9FVSS6FuZjzA,lighty-core
CALLS/NOM,1.73,AW5qvJVl9FVSS6FuZjzA,lighty-core
CYCLO/LOC,0.18,AW5qvJVl9FVSS6FuZjzA,lighty-core
LOC,3066,AW5qvJVl9FVSS6FuZjzA,lighty-core
CALLS,1034,AW5qvJVl9FVSS6FuZjzA,lighty-core
FANOUT/CALLS,0.37,AW5qvJVl9FVSS6FuZjzA,lighty-core
CYCLO,561,AW5qvJVl9FVSS6FuZjzA,lighty-core
FANOUT,391,AW5qvJVl9FVSS6FuZjzA,lighty-core
AHH,0,AWxiaP4p5ULuzyOx8BsX,lighty-core
NOC/NOP,2.15,AWxiaP4p5ULuzyOx8BsX,lighty-core
NOP,40,AWxiaP4p5ULuzyOx8BsX,lighty-core
NOM/NOC,6.9,AWxiaP4p5ULuzyOx8BsX,lighty-core
NOC,86,AWxiaP4p5ULuzyOx8BsX,lighty-core
LOC/NOM,5.16,AWxiaP4p5ULuzyOx8BsX,lighty-core
NOM,594,AWxiaP4p5ULuzyOx8BsX,lighty-core
CALLS/NOM,1.74,AWxiaP4p5ULuzyOx8BsX,lighty-core
CYCLO/LOC,0.18,AWxiaP4p5ULuzyOx8BsX,lighty-core
LOC,3066,AWxiaP4p5ULuzyOx8BsX,lighty-core
CALLS,1034,AWxiaP4p5ULuzyOx8BsX,lighty-core
FANOUT/CALLS,0.37,AWxiaP4p5ULuzyOx8BsX,lighty-core
CYCLO,561,AWxiaP4p5ULuzyOx8BsX,lighty-core
FANOUT,391,AWxiaP4p5ULuzyOx8BsX,lighty-core
AHH,0,AWygOePk8nAqy55yUJba,lighty-core
NOC/NOP,2.15,AWygOePk8nAqy55yUJba,lighty-core
NOP,40,AWygOePk8nAqy55yUJba,lighty-core
NOM/NOC,6.9,AWygOePk8nAqy55yUJba,lighty-core
NOC,86,AWygOePk8nAqy55yUJba,lighty-core
LOC/NOM,5.16,AWygOePk8nAqy55yUJba,lighty-core
NOM,594,AWygOePk8nAqy55yUJba,lighty-core
CALLS/NOM,1.74,AWygOePk8nAqy55yUJba,lighty-core
CYCLO/LOC,0.18,AWygOePk8nAqy55yUJba,lighty-core
LOC,3066,AWygOePk8nAqy55yUJba,lighty-core
CALLS,1034,AWygOePk8nAqy55yUJba,lighty-core
FANOUT/CALLS,0.37,AWygOePk8nAqy55yUJba,lighty-core
CYCLO,561,AWygOePk8nAqy55yUJba,lighty-core
FANOUT,391,AWygOePk8nAqy55yUJba,lighty-core
AHH,0,AW01oY7bj82bCJ_CD05l,lighty-core
NOC/NOP,2.15,AW01oY7bj82bCJ_CD05l,lighty-core
NOP,40,AW01oY7bj82bCJ_CD05l,lighty-core
NOM/NOC,6.9,AW01oY7bj82bCJ_CD05l,lighty-core
NOC,86,AW01oY7bj82bCJ_CD05l,lighty-core
LOC/NOM,5.16,AW01oY7bj82bCJ_CD05l,lighty-core
NOM,594,AW01oY7bj82bCJ_CD05l,lighty-core
CALLS/NOM,1.74,AW01oY7bj82bCJ_CD05l,lighty-core
CYCLO/LOC,0.18,AW01oY7bj82bCJ_CD05l,lighty-core
LOC,3066,AW01oY7bj82bCJ_CD05l,lighty-core
CALLS,1034,AW01oY7bj82bCJ_CD05l,lighty-core
FANOUT/CALLS,0.37,AW01oY7bj82bCJ_CD05l,lighty-core
CYCLO,561,AW01oY7bj82bCJ_CD05l,lighty-core
FANOUT,391,AW01oY7bj82bCJ_CD05l,lighty-core
AHH,0,AW1e1YMfapAGcklktGTx,lighty-core
NOC/NOP,2.15,AW1e1YMfapAGcklktGTx,lighty-core
NOP,40,AW1e1YMfapAGcklktGTx,lighty-core
NOM/NOC,6.9,AW1e1YMfapAGcklktGTx,lighty-core
NOC,86,AW1e1YMfapAGcklktGTx,lighty-core
LOC/NOM,5.16,AW1e1YMfapAGcklktGTx,lighty-core
NOM,594,AW1e1YMfapAGcklktGTx,lighty-core
